formula,problem,target_noise,predicted_tree,mse_fit,r2_fit,accuracy_l1_biggio_fit,accuracy_l1_1e-3_fit,accuracy_l1_1e-2_fit,accuracy_l1_1e-1_fit,_complexity_fit,r2_predict,accuracy_l1_biggio_predict,accuracy_l1_1e-3_predict,accuracy_l1_1e-2_predict,accuracy_l1_1e-1_predict,_complexity_predict,time,input_dimension
(u+v)/(1+u*v/c**2),feynman_I_16_6,0.01,(0.01658518852905963 add ((0.992842204199697 mul x_0) add (-0.0009371424740186879 mul (((-2.4800979721579246 mul (x_0 mul x_2)) add ((15.315177233233328 mul x_0) add (-7.26539421165661 mul abs((2.195571997029922 add (0.16048578140562994 mul x_2)))))) mul ((17.86601924644595 mul x_0) sub (17.858748155373394 mul x_1)))))),0.000977869,0.99303143,0,0,0,0,34,0.993785057,0,0,0,1,34,2231.615247,3
r*F*sin(theta),feynman_I_18_12,0.01,(0.006791663142328834 add (((112.58016065342316 mul inv((-252.22564721768498 add (-137.48187727432568 mul x_0)))) add (2143.623219478114 mul cos((-1.570661249429498 add (-0.014407875570819543 mul x_0))))) mul (cos((-1.5707440043192913 add (-0.03253735889133137 mul x_1))) mul cos((-1.5716095333278155 add (1.0002558989090495 mul x_2)))))),0.000102607,0.999894084,0,0,0,0,33,0.999998113,1,0,0,1,33,44.82095528,3
m*r*v*sin(theta),feynman_I_18_14,0.01,(-0.1097280556564391 add ((((-0.9968503095346736 add (-0.3460290401168977 mul x_0)))**2 mul (((0.9999996686373317 add (0.3490152252498994 mul x_1)))**2 mul sin((3.1169571483473097 add (-0.991296265722601 mul x_3))))) mul abs((0.0065775092558905445 add (-0.4860217526220005 mul x_2))))),0.002117617,0.997874007,0,0,0,0,29,0.99795608,0,0,0,0,29,76.61673737,4
(m1*r1+m2*r2)/(m1+m2),feynman_I_18_4,0.01,(-0.00232264813728567 add ((19.324912761129585 mul x_3) add ((-18.403225743316437 mul x_2) sub (-0.07116694427680209 mul (((-7.749639701128677 mul x_3) add (7.782318208970033 mul x_2)) mul ((-0.15739838755404387 mul x_1) sub (-34.858609705340825 mul sin((7.623428268233659 add (0.03960417611067353 mul x_0)))))))))),0.000209152,0.997182675,1,0,0,1,32,0.998513939,1,0,0,1,32,76.10794306,4
1/2*m*(omega**2+omega_0**2)*1/2*x**2,feynman_I_24_6,0.01,(-0.9097320997514122 add (((-0.05955261731100108 add (-1.3465214923629751 mul (((0.105205140864911 mul x_2) sub (-0.9161962752473509 mul exp((-2.2938778278568575 add (0.446160658098355 mul x_1))))) mul x_3))))**2 mul ((-1.696228235029179 add (-0.8109767272960522 mul x_0)))**2)),0.001937844,0.994781102,0,0,0,0,28,0.995109965,0,0,0,0,28,63.2780447,4
q/C,feynman_I_25_13,0.01,(1.7248744022465645 add (inv((0.06695575782533598 add (28.661726586119567 mul x_1))) mul ((28.67877462362801 mul x_0) sub (49.478083586946546 mul x_1)))),9.93E-05,0.999664068,1,0,0,1,16,0.999998944,1,0,1,1,16,46.27278066,2
arcsin(n*sin(theta2)),feynman_I_26_2,0.01,(-0.003208367316702088 add (sin((0.1471454704824379 add (0.9515809650068073 mul x_1))) mul tan((0.02165002135327883 add (0.9000706721533458 mul x_0))))),0.002428267,0.997559842,0,0,0,0,15,0.997718138,0,0,0,0,15,31.02928138,2
1/(1/d1+n/d2),feynman_I_27_6,0.01,(0.00012112676720437244 add (inv((-1.469375049543475 add (-1.3774901362880942 mul x_0))) mul (cos((-1.5717645611224196 add (-0.22647007098536137 mul x_0))) mul (cos((-2.4059544029743964 add (-0.24890875209578725 mul x_1))) mul ((-1.3281405211245778 mul x_1) add (-10.485229360689495 mul exp(((-0.6081369419418898 mul x_2) add (0.051526817624664926 mul (x_1 mul x_0)))))))))),0.000780548,0.99560396,0,0,0,1,39,0.996032894,0,0,0,1,39,235.2016795,3
sqrt(x1**2+x2**2-2*x1*x2*cos(theta1-theta2)),feynman_I_29_16,0.01,(0.8447157814971615 add (((-1.031352957512207 mul x_1) sub (10.810102204838303 mul cos((-1.714359897979111 add (0.1126973366484274 mul x_0))))) mul sin(((-0.18173273408145413 mul abs(((-2.5352578560299923 mul x_3) add (2.5291045384679447 mul x_2)))) add (-1.192971203940552 mul exp((0.8260761074979301 add (-1.8801410582643234 mul x_0)))))))),0.01092521,0.949788688,0,0,0,0,35,0.949082077,0,0,0,0,35,6150.106569,4
omega/c,feynman_I_29_4,0.01,(-0.001262188632273177 add (inv((0.0033750667952388777 add (1.5550422181102534 mul x_1))) mul abs((-0.015810203203248104 add (-1.554756306696633 mul x_0))))),0.000100627,0.999783811,0,0,0,1,15,0.999998936,1,0,1,1,15,47.34410429,2
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,feynman_I_30_3,0.01,(0.9057284465918067 add ((((-0.09969673202119134 mul ((30.876409789896208 add (-9.88106155916474 mul x_1)))**2) add (-19.73667276803865 mul cos((-9.388169372033133 add (-1.0047306928104662 mul (x_2 mul x_1)))))))**2 mul cos((-4.7117513179357 add (-0.0011918501226125015 mul x_0))))),0.064903895,0.873087891,0,0,0,0,29,0.873733138,0,0,0,0,29,1306.494994,3
arcsin(lambd/(n*d)),feynman_I_30_5,0.01,(0.010677639315459286 add (inv((1.702700076483255 add (-10.9192239914217 mul x_2))) mul ((0.04207622487623569 mul x_1) add (-1.5384623031794546 mul (((0.3278210352319138 mul x_0) add (0.1575401900151643 mul ((-6.5191844841608 add (-5.096060147027171 mul x_0)))**2)) mul inv((-0.3217862891877739 add (3.4436872608921267 mul x_1)))))))),0.000387895,0.998668883,1,0,0,1,34,0.999063775,1,0,0,1,34,40.22951698,3
(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),feynman_I_32_17,0.01,(0.16944035951813233 add (exp(((1.322882225749675 mul x_2) add (-1.6043984389369244 mul x_5))) mul (exp(((3.316305169876492 mul x_4) add (1.324342665799844 mul x_3))) mul cos((-1.5742243191164726 add (0.03599297228047493 mul (x_0 mul x_1))))))),0.005530362,0.992620011,0,0,0,0,28,0.992300474,0,0,0,0,28,160.7970161,6
q**2*a**2/(6*pi*epsilon*c**3),feynman_I_32_5,0.01,(0.02061440634513219 add (inv((0.2762326852104979 add (5.201367089249646 mul x_2))) mul (((-0.24149094154553138 add (1.9245514373581982 mul x_0)))**2 mul ((-0.03313747186994788 add (-0.8742895346902781 mul (exp((-0.08483221419528719 add (-1.10598011467646 mul x_3))) mul x_1))))**2))),0.006712097,0.992437766,0,0,0,0,29,0.992569558,0,0,0,0,29,73.59334898,4
omega_0/(1-v/c),feynman_I_34_1,0.01,(-0.027463054991769906 add (inv((-7.675302477606984 add (0.8019544738854287 mul x_1))) mul ((-7.898122422792185 mul x_2) add (-2.6518077610367206 mul (((-1.4774656514684814 mul x_0) sub (-9.540902916407061 mul x_1)) mul exp(((-0.509945730223587 mul x_0) add (0.3243069990924339 mul x_2)))))))),0.000698654,0.995507185,0,0,0,1,31,0.996399434,1,0,0,1,31,167.0453889,3
(1+v/c)/sqrt(1-v**2/c**2)*omega_0,feynman_I_34_14,0.01,(0.016983691667273593 add ((-13.419267351829168 mul (inv((-10.96629535748805 add (6.881635082269249 mul x_0))) mul ((-24.433815703519404 mul x_2) sub (-4.92513883121519 mul (((-2.011209701620571 mul x_0) add (5.6746652014600985 mul ((-4.9442372739627185 add (0.054928886678402275 mul x_1)))**2)) mul (inv((0.7803619826816323 add (0.006941144714072944 mul x_0))) mul (x_2 mul inv((34.006979210770915 add (0.0004996515929106827 mul x_2)))))))))) add (-0.01317494200898603 mul x_1))),0.00013145,0.999088248,1,0,0,1,49,0.999782186,1,0,0,1,49,84.16853619,3
(h/(2*pi))*omega,feynman_I_34_27,0.01,(3.4735773814929614e-06 add (((0.005098857556718612 mul x_0) sub (-11.228646544068237 mul x_1)) mul cos((-4.712384686547703 add (-0.014170919259285437 mul x_0))))),0.000101021,0.999582224,1,0,0,1,16,0.999999406,1,1,1,1,16,45.07821989,2
q*v*B/p,feynman_I_34_8,0.01,(0.02792666847572656 add ((inv((-0.009773222956091395 add (7.947131983983196 mul x_3))) mul abs((0.0010643164326493164 add (-0.6328599885737105 mul x_0)))) mul (abs((0.5746862137220016 add (-62.790525241975345 mul x_1))) mul abs((0.00022054672327008628 add (-0.20022505824442596 mul x_2)))))),0.000100558,0.999784225,0,0,0,1,29,0.999997745,1,0,0,1,29,120.3220527,4
I1+I2+2*sqrt(I1*I2)*cos(delta),feynman_I_37_4,0.01,(0.24048099433186435 add (((-0.5174032635711776 add (0.06460053100515559 mul (((1.9445853818916592 add (-0.11070143358206351 mul x_2)))**2 mul x_2))))**2 mul (((-0.5149671711786138 add (-0.3292994927236127 mul x_2)))**2 mul ((3.787826331854383 mul (x_1 mul x_1)) add ((4.745160181264697 mul ((2.380972273059831 add (0.007585200312159331 mul x_2)))**2) add (23.70717106317065 mul x_0)))))),0.00282463,0.993204664,0,0,0,0,41,0.99354427,0,0,0,0,41,884.6073427,3
4*pi*epsilon*(h/(2*pi))**2/(m*q**2),feynman_I_38_12,0.01,(0.003837783048853558 add (inv((-0.16886002549348245 add (18.769383779358403 mul x_0))) mul (((-0.648021234983804 add (-0.23962466056772594 mul x_3)))**2 mul ((-4.174807780480412 add (-0.10342318371492917 mul (tan((-7.852229845038081 add (0.06257612797866956 mul x_1))) mul ((2.6100682345276764 mul x_1) sub (1.8844448516506571 mul x_2))))))**2))),0.001246237,0.998372406,0,0,0,0,35,0.998526969,0,0,0,0,35,259.7550371,4
3/2*pr*V,feynman_I_39_1,0.01,(-0.007310021663443772 add ((0.0036471472241340498 mul x_1) sub ((-0.0021584713232585626 mul x_0) sub (-0.6891662840596353 mul (((-2.1752557782757345 mul x_0) sub (0.0005417688127636074 mul sin(((-1.17687842674116 mul x_1) add (-10.77687842674116 mul x_1))))) mul x_1))))),9.97E-05,0.999587303,1,0,0,1,28,0.999999865,1,1,1,1,28,52.10280776,2
1/(gamma-1)*pr*V,feynman_I_39_11,0.01,(-0.0875261923362803 add (inv((6.492906344231501 add (-6.694961450706264 mul x_0))) mul (inv((-15.511292968785472 add (-2.0159945325358386 mul (((6.13671805756492 add (-0.39641079889436737 mul x_1)))**2 mul (inv((-13.856883598296601 add (-0.018157050079660376 mul x_0))) mul x_1))))) mul ((97.47747793396184 mul x_2) add (1.2904756917132139 mul x_1))))),0.001053397,0.997015344,0,0,0,0,37,0.997248068,0,0,0,0,37,56.29083776,3
n*kb*T/V,feynman_I_39_22,0.01,(-0.22434897568124948 add (inv((-1.560997004786237e-05 add (0.0010190889888814498 mul x_2))) mul (((-2.1505069177537934 add (-0.7238540701582944 mul x_3)))**2 mul ((2.3940465884133846e-06 mul x_0) add (-4.823552708977787 mul cos((1.5707980693233603 add (0.1864581465852413 mul (x_1 mul ((0.00017259371519903177 mul x_0) sub (-3.8433505229523575e-06 mul x_2))))))))))),0.001092005,0.99764319,0,0,0,0,36,0.997787596,0,0,0,0,36,91.40247369,4
n_0*exp(-m*g*x/(kb*T)),feynman_I_40_1,0.01,(-0.07383483648116361 add (abs((-0.007466691309348901 add (-0.0334258338822007 mul (x_0 mul ((-0.8797058124519151 add (-0.007260932697949463 mul x_4)))**2)))) mul (((-0.5864874775779906 mul x_2) add ((0.521604580163717 mul x_5) add ((0.9475930318287318 mul abs((4.548291867880778 add (-0.633135927835875 mul x_4)))) sub ((-0.4985271890971546 mul x_3) add (0.6188668289219879 mul x_1))))))**2)),0.039484412,0.940914298,0,0,0,0,41,0.941235484,0,0,0,0,41,6233.726087,6
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),feynman_I_41_16,0.01,(-0.011246735469246661 add ((inv((1.281292611618831e-05 add (0.001365020322270172 mul x_4))) mul ((-0.007069511355661414 add (-0.002870248445788376 mul x_3)))**2) mul (inv((0.11608119168681817 add (12.366705443063092 mul x_4))) mul (((0.3144101752730563 add (2.4036192592125203 mul x_0)))**2 mul ((3.303519494064228 mul x_1) add (-7.99833505965362 mul (x_2 mul inv(((3.180123232039924 mul x_2) add (3.980123232047225 mul x_2)))))))))),0.003306752,0.995641089,0,0,0,0,46,0.995974698,0,0,0,0,46,100.7519495,5
mu_drift*q*Volt/d,feynman_I_43_16,0.01,(-0.14381765006096664 add (inv((0.6476741235880581 add (20.071846040750803 mul x_3))) mul (((2.2735849389392255 add (0.7734556234755872 mul x_1)))**2 mul (abs((-0.038704382216124135 add (-0.8913891787258682 mul x_0))) mul abs((0.11320439572466093 add (3.089516350341923 mul x_2))))))),0.001138956,0.997557993,0,0,0,0,29,0.997741886,0,0,0,0,29,138.912251,4
mob*kb*T,feynman_I_43_31,0.01,(-0.7372582674774938 add (((-1.8963337171055945 add (-0.6373366103438655 mul x_0)))**2 mul (abs((-0.02935010246469378 add (-0.4945959097249627 mul x_1))) mul abs((0.027914040382045664 add (0.39578060584200553 mul x_2)))))),0.001074764,0.996833698,0,0,0,0,22,0.99710962,0,0,0,0,22,38.19943905,3
1/(gamma-1)*kb*v/A,feynman_I_43_43,0.01,(-0.010625589498830799 add (inv((0.08273637970492784 add (14.700902711875862 mul x_2))) mul (inv((-20.01866156292325 add (20.100788605700433 mul x_0))) mul (((-4.47285602693609 add (-1.5810512629766904 mul x_3)))**2 mul abs((-0.08134733580254651 add (-10.150247794137686 mul x_1))))))),0.001101745,0.997674173,0,0,0,0,29,0.997784299,0,0,0,0,29,246.2187591,4
n*kb*T*ln(V2/V1),feynman_I_44_4,0.01,(0.16974658288201994 add ((((4.184378398838503 add (1.4185451526397128 mul x_1)))**2 mul ((2.1122797055336284 add (0.7263499510416652 mul x_2)))**2) mul (((-0.7181227144586452 add (-0.2499904648702917 mul x_0)))**2 mul (((-2.8517929031875378 mul x_3) add (2.8348884552636853 mul x_4)) mul ((-0.00021769594629645334 mul x_3) add (0.9900810777270478 mul cos((-4.714817639111722 add (0.00021425583441169043 mul x_4))))))))),0.005743356,0.994256621,0,0,0,0,43,0.994462553,0,0,0,0,43,1216.212222,5
sqrt(gamma*pr/rho),feynman_I_47_23,0.01,(0.7508098875062373 add ((0.3135287531023012 mul x_0) add (0.10815666551422687 mul (((0.24511609956796163 mul x_0) add (5.069082132287901 mul exp(((-0.611330244555217 mul x_2) add (-0.14166740319800789 mul x_1))))) mul ((2.154800363782058 mul x_1) sub (-14.67355281833298 mul cos((7.828790031522501 add (0.16327669488538402 mul x_2))))))))),0.000809916,0.993557722,0,0,0,1,35,0.994167717,0,0,0,1,35,187.645618,3
m*c**2/sqrt(1-v**2/c**2),feynman_I_48_2,0.01,(-0.5986412853179436 add (abs((-0.008957766934530301 add (-0.7817836401691148 mul x_0))) mul ((0.1044575282929122 mul ((-0.524610641526895 add (3.5291512499677546 mul x_2)))**2) add (2.070105108597821 mul x_1)))),0.000103421,0.999691631,0,0,0,1,21,0.999989682,1,0,0,1,21,38.32038903,3
x1*(cos(omega*t)+alpha*cos(omega*t)**2),feynman_I_50_26,0.01,(-0.2652534483520772 add (abs((-0.11756714926283868 add (-0.6630895434878791 mul x_0))) mul ((0.4094339092983343 add (2.724741560890576 mul (cos((-3.1313627656042526 add (-1.0008392307430916 mul (x_1 mul x_2)))) mul arctan((-0.21675153737386954 add (-0.24331491653301976 mul x_3)))))))**2)),0.008295719,0.986675826,0,0,0,0,29,0.987035953,0,0,0,0,29,2001.383374,4
exp(-(theta/sigma)**2/2)/(sqrt(2*pi)*sigma),feynman_I_6_2,0.01,(0.0357726850362558 add (inv((205.68160291064208 add (-619.1910924723878 mul x_0))) mul ((170.05250320395325 mul sin((9.234212699733826 add (1.1791885546807956 mul (x_0 mul ((-0.9655440246181937 add (0.14279075450323364 mul x_1)))**2))))) sub (52.79546798707124 mul sin((0.5950323362945638 add (-0.8747600768753692 mul x_1))))))),0.000916835,0.992773986,0,0,0,0,33,0.993614205,0,0,0,0,33,563.6682065,2
exp(-theta**2/2)/sqrt(2*pi),feynman_I_6_2a,0.01,(0.6081047114998259 add (inv((-96.70964350689478 add (-7.727388560848333 mul x_0))) mul ((45.127806086174125 mul x_0) add (-1.0245909856633741 mul (((6.886580728012577 mul x_0) add (-0.00999336931281646 mul cos((-8.558002742835004 add (7.743671108137615 mul x_0))))) mul x_0))))),0.000236436,0.999467144,0,0,0,0,29,0.999694026,0,0,0,0,29,55.7548039,1
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),feynman_I_6_2b,0.01,(0.10988047493865613 add (exp((-2.0508200825713483 add (-1.4605437367097713 mul x_0))) mul ((5.39325090522422 mul cos(((1.389080434106164 mul x_1) add (-1.387072537358742 mul x_2)))) sub (-3.865996919735555 mul x_0)))),0.000417033,0.995194753,1,0,0,1,23,0.996397887,1,0,0,1,23,59.31241441,3
sqrt((x2-x1)**2+(y2-y1)**2),feynman_I_8_14,0.01,(0.12862687827143213 add ((0.010373772503665054 mul abs(((-70.004592777644 mul x_2) add (70.23815239480768 mul x_3)))) sub (-0.06229974578468671 mul abs(((-2.8253921000071323 mul ((-1.0341629897678715 add (0.34947474919222654 mul x_1)))**2) sub (2.4867932263275296 mul abs(((4.623702774747542 mul x_0) add (-4.638813624608833 mul x_1))))))))),0.008450205,0.954351915,0,0,0,0,35,0.955311646,0,0,0,0,35,564.922183,4
G*m1*m2/((x2-x1)**2+(y2-y1)**2+(z2-z1)**2),feynman_I_9_18,0.01,(-0.0017661550432571213 add (inv((-3.506567682736326 add (6.183716219775981 mul x_7))) mul (exp(((0.35406850787150657 mul x_4) add (0.6632064617410396 mul x_1))) mul (exp(((0.660049849337099 mul x_2) add (0.2236202415195072 mul (x_6 mul x_8)))) mul exp(((-0.35114823246730187 mul x_3) add ((-0.34757549235231494 mul x_5) add (0.6581476371842949 mul x_0)))))))),0.002209603,0.986034082,0,0,0,0,41,0.986311095,0,0,0,1,41,5440.052037,9
???,feynman_test_1,0.01,(-0.07678045771270756 add (exp(((1.3440654094127165 mul x_3) add (1.2671828268816039 mul x_1))) mul (exp((702.3128731438462 add (-403.4061441579814 mul (x_4 mul inv((-182.24732919376834 add (-92.80085349323647 mul x_5))))))) mul exp((((1.2966432281512439 mul x_2) add (-0.6193604570061221 mul x_5)) sub ((-710.5105760648197 mul sin((-1.4323237048849364 add (-0.05084984136460732 mul x_6)))) add (-1.2741386254482703 mul x_0))))))),0.009036571,0.98895756,0,0,0,0,46,0.990124481,0,0,0,0,46,5764.535732,7
???,feynman_test_10,0.01,(25.26202535298334 add ((1.2698244244202734 mul (((-0.07512978138917555 mul x_2) sub (-2.039836760965604 mul sin((0.5114217929274292 add (-0.06590496722851148 mul (x_1 mul cos((0.7445077826274106 add (0.09122763531652729 mul x_1))))))))) mul ((1.2514700899290139 mul x_2) sub (-0.44706089811408517 mul x_1)))) sub (-3.705918524716414 mul ((-1.9047027952680617 add (-0.0016809857359282795 mul x_0)))**3))),0.000226588,0.99449575,1,0,0,1,40,0.996878454,1,0,0,1,40,41.32216573,3
???,feynman_test_11,0.01,(0.3627121393741177 add (((-160.39143568479665 mul x_1) sub (-3.0750981537042867 mul abs((125.7202507546851 add (48.948213175687165 mul x_0))))) mul ((0.5135594490066075 mul (x_2 mul sin((-9.438311367545099 add (0.01278568578161274 mul x_3))))) sub (-0.02029992050402397 mul cos((2.278774394929502 add (0.8411620246617421 mul (x_3 mul cos((-8.789107900566847 add (-0.1962711502178004 mul x_0))))))))))),0.003281455,0.986587458,0,0,0,0,41,0.987026619,0,0,0,0,41,8314.099677,4
???,feynman_test_12,0.01,(-0.08541182187233477 add (((42.90241003772955 add (14.915953514325299 mul x_0)))**2 mul (((60.79319512003227 add (21.795027204728214 mul x_2)))**2 mul exp(((0.20648875631296792 mul x_3) sub (13.311861506287952 mul arctan((1.4980176164875803 add (1.0568695352716864 mul x_1))))))))),0.002199327,0.995424311,0,0,0,0,29,0.995716693,0,0,0,0,29,91.86674666,5
???,feynman_test_13,0.01,(-0.001654930124880547 add (exp(((-0.4684978472442589 mul x_2) add (0.28427485855191925 mul x_0))) mul (inv((4.647067381399372 add (36.73154693259633 mul x_4))) mul ((0.4001754883526787 mul x_1) add ((0.8915276081691348 mul ((3.1440810700272626 add (-1.0042881452776522 mul x_3)))**2) add (0.02346512382407908 mul ((0.015689945555786528 add (-3.0051750539361657 mul x_2)))**2)))))),0.018413508,0.950826289,0,0,0,0,39,0.950708458,0,0,0,0,39,931.6894865,5
???,feynman_test_14,0.01,(0.2811799626219092 add (((inv((0.0017159833412343597 add (-0.0051053529308561565 mul x_2))) mul inv((-8.942770886660746 add (1.2729755875064654 mul x_3)))) mul (((-0.014907197434569232 mul x_2) add (-0.955186458582872 mul cos((-0.10589292797320667 add (-0.9705488532494781 mul x_1))))) mul ((0.005917139884327052 mul x_0) add (28.620202599679867 mul sin((-0.0006255796847459828 add (0.00023058236838868467 mul x_4))))))) mul ((-17.787152159309 mul x_3) add (24.148212050056014 mul x_2)))),0.074729144,0.925269951,0,0,0,0,49,0.927387241,0,0,0,0,49,9727.218509,5
???,feynman_test_15,0.01,(-0.009432957198802673 add ((1.0251341970355825 mul x_2) sub (0.0053193231360271565 mul (cos((0.3896693724374917 add (-1.1257134592008782 mul x_3))) mul ((4.352369420688425 mul inv((0.0020716750795464296 add (0.02014733596293809 mul (x_0 mul exp((-0.7760796018140151 add (-0.24931364102776513 mul (x_1 mul ((-0.8351224305662718 add (-0.17794792733056766 mul x_2)))**2))))))))) sub (0.7978510894141005 mul x_0)))))),0.000789185,0.994683818,0,0,0,1,41,0.995281301,0,0,0,1,41,1651.63815,4
???,feynman_test_16,0.01,(-10.030852533999337 add ((2.972484217626629 mul (((0.33500292380099717 add (0.5069829641442211 mul x_1)))**2 mul x_0)) add ((8.861812775414288 mul (((-0.16034920585860601 add (-0.012832035418727175 mul (x_3 mul x_4))))**2 mul ((4.076358634052535 mul x_5) sub ((3.852848195137061 mul x_0) sub (3.857040973959672 mul exp((1.3129555649511049 add (0.1823097909413971 mul x_1)))))))) sub ((-8.220429044138061 mul (x_3 mul abs((0.48073543777505534 add (-0.0566785203906274 mul x_2))))) sub (-0.6623030293012793 mul x_1))))),0.001924763,0.992680013,0,0,0,0,55,0.993138676,0,0,0,0,55,4989.092303,6
???,feynman_test_17,0.01,(24.872574224352146 add ((inv((0.7915270809884785 add (4.141472012337109 mul x_3))) mul ((0.02977852455743161 mul x_2) sub (-5.327154345831011 mul ((-0.03473759441959195 add (0.370136039454923 mul x_1)))**2))) mul (((-0.221146763059584 add (-0.07366943058108913 mul x_0)))**2 mul ((1.9834006864119766 add (0.9657730579011137 mul (x_4 mul ((3.9539962104455286 mul x_5) add (3.536936607534089 mul x_4))))))**2))),0.003683933,0.995000947,0,0,0,0,43,0.9948433,0,0,0,0,43,545.0773284,6
???,feynman_test_18,0.01,(-0.25856170555405794 add (inv((10.5394791769566 add (24.373210112773485 mul x_0))) mul ((19.407631684605533 mul x_3) sub (-1.9437421080736401 mul (exp((-1.3049699570392475 add (-1.3423739541502457 mul x_2))) mul (x_4 mul ((0.3695614339984515 mul x_3) add (23.28379879005855 mul (x_4 mul x_1))))))))),0.012080963,0.974219955,0,0,0,0,33,0.975403212,0,0,0,0,33,4323.566977,5
???,feynman_test_19,0.01,(-0.6649344560838262 add ((inv((-1.4393438051712637 add (18.155315146303835 mul x_0))) mul ((-0.5914699126033139 add (-0.4119012191059614 mul x_4)))**2) mul (((-0.007588239534238554 add (0.05161919812894725 mul x_5)))**2 mul ((9.147663816378142 mul ((-0.9633966157412363 add (6.6926227710917 mul x_3)))**2) add ((-10.929132122721837 mul (x_1 mul ((15.866281167066944 mul x_5) add (-15.624061807787436 mul x_2)))) sub (-121.28082009171 mul x_0)))))),0.025424391,0.965865167,0,0,0,0,47,0.964571175,0,0,0,0,47,4546.204559,6
